type, degree, size, action, cmp_count, swaps_count, cpu_cycles
vector,12,500,sort, 14450,1613,228699
vector,12,500,build, 592,44,11376
vector,12,500,pop, 39,4,801
vector,12,500,insert, 1,0,108
vector,12,500,sort, 14239,1589,223416
vector,12,500,build, 605,45,114008
vector,12,500,pop, 39,4,936
vector,12,500,insert, 1,0,108
vector,12,500,sort, 14290,1602,227655
vector,12,500,build, 605,44,11448
vector,12,500,pop, 39,4,873
vector,12,500,insert, 1,0,99
vector,12,500,sort, 14503,1610,229293
vector,12,500,build, 592,44,10881
vector,12,500,pop, 26,3,621
vector,12,500,insert, 1,0,99
vector,12,500,sort, 14347,1609,228249
vector,12,500,build, 592,40,10467
vector,12,500,pop, 39,4,828
vector,12,500,insert, 1,0,117
vector,12,500,sort, 14625,1623,1093658
vector,12,500,build, 605,45,11673
vector,12,500,pop, 39,4,828
vector,12,500,insert, 1,0,108
vector,12,500,sort, 14372,1604,230355
vector,12,500,build, 599,46,11268
vector,12,500,pop, 39,4,765
vector,12,500,insert, 1,0,108
vector,12,500,sort, 14481,1618,225117
vector,12,500,build, 592,43,10872
vector,12,500,pop, 39,4,855
vector,12,500,insert, 1,0,108
vector,12,500,sort, 14239,1592,229068
vector,12,500,build, 599,44,11115
vector,12,500,pop, 26,3,675
vector,12,500,insert, 1,0,72
vector,12,500,sort, 14279,1597,224685
vector,12,500,build, 592,43,11709
vector,12,500,pop, 39,4,783
vector,12,500,insert, 1,0,117
vector,12,500,sort, 14337,1600,226332
vector,12,500,build, 592,44,11511
vector,12,500,pop, 39,4,801
vector,12,500,insert, 1,0,117
vector,12,500,sort, 14343,1602,227736
vector,12,600,build, 724,51,13158
vector,12,600,pop, 39,4,837
vector,12,600,insert, 1,0,117
vector,12,600,sort, 17991,1980,287379
vector,12,600,build, 711,52,13032
vector,12,600,pop, 39,4,945
vector,12,600,insert, 1,0,108
vector,12,600,sort, 18017,1980,281871
vector,12,600,build, 724,52,13509
vector,12,600,pop, 39,3,612
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17964,1982,277479
vector,12,600,build, 724,50,12888
vector,12,600,pop, 39,4,909
vector,12,600,insert, 1,0,117
vector,12,600,sort, 17814,1969,280107
vector,12,600,build, 711,48,13059
vector,12,600,pop, 39,4,756
vector,12,600,insert, 1,0,72
vector,12,600,sort, 17876,1973,281268
vector,12,600,build, 724,52,13383
vector,12,600,pop, 39,4,819
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17899,1975,283968
vector,12,600,build, 713,51,13482
vector,12,600,pop, 39,4,864
vector,12,600,insert, 1,0,108
vector,12,600,sort, 18037,1983,284625
vector,12,600,build, 713,49,13140
vector,12,600,pop, 26,3,639
vector,12,600,insert, 1,0,99
vector,12,600,sort, 17981,1983,278703
vector,12,600,build, 713,52,13365
vector,12,600,pop, 39,4,873
vector,12,600,insert, 1,0,99
vector,12,600,sort, 17660,1950,281781
vector,12,600,build, 700,48,13014
vector,12,600,pop, 26,3,729
vector,12,600,insert, 1,0,99
vector,12,600,sort, 17696,1965,280593
vector,12,600,build, 713,53,12789
vector,12,600,pop, 39,4,837
vector,12,600,insert, 1,0,72
vector,12,600,sort, 17995,1981,306067
vector,12,600,build, 724,54,13743
vector,12,600,pop, 39,4,819
vector,12,600,insert, 1,0,81
vector,12,600,sort, 17831,1962,280197
vector,12,600,build, 713,52,13518
vector,12,600,pop, 39,4,810
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17922,1981,285021
vector,12,600,build, 700,53,12366
vector,12,600,pop, 39,4,774
vector,12,600,insert, 1,0,54
vector,12,600,sort, 18045,1982,280134
vector,12,600,build, 724,47,13032
vector,12,600,pop, 39,4,693
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17759,1963,279036
vector,12,600,build, 724,53,13581
vector,12,600,pop, 39,4,783
vector,12,600,insert, 2,1,198
vector,12,600,sort, 18008,1991,282717
vector,12,600,build, 713,54,13671
vector,12,600,pop, 39,4,810
vector,12,600,insert, 1,0,117
vector,12,600,sort, 17973,1977,283032
vector,12,600,build, 724,53,13023
vector,12,600,pop, 39,4,864
vector,12,600,insert, 1,0,81
vector,12,600,sort, 17917,1971,282465
vector,12,600,build, 724,52,13275
vector,12,600,pop, 26,3,666
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17813,1964,282465
vector,12,600,build, 724,50,13437
vector,12,600,pop, 39,3,594
vector,12,600,insert, 1,0,117
vector,12,600,sort, 18081,1981,282159
vector,12,600,build, 724,51,13725
vector,12,600,pop, 39,4,909
vector,12,600,insert, 1,0,72
vector,12,600,sort, 17895,1959,281961
vector,12,600,build, 724,56,14355
vector,12,600,pop, 39,4,801
vector,12,600,insert, 1,0,81
vector,12,600,sort, 17839,1967,283248
vector,12,600,build, 700,49,12735
vector,12,600,pop, 26,3,567
vector,12,600,insert, 2,1,198
vector,12,600,sort, 17865,1963,282546
vector,12,600,build, 724,54,13059
vector,12,600,pop, 39,4,747
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17854,1974,281268
vector,12,600,build, 700,49,12636
vector,12,600,pop, 39,4,756
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17977,1976,282726
vector,12,600,build, 724,51,13383
vector,12,600,pop, 39,4,684
vector,12,600,insert, 1,0,90
vector,12,600,sort, 18004,1985,282753
vector,12,600,build, 724,48,14085
vector,12,600,pop, 39,4,837
vector,12,600,insert, 1,0,99
vector,12,600,sort, 17832,1971,283977
vector,12,600,build, 713,51,12744
vector,12,600,pop, 26,3,639
vector,12,600,insert, 1,0,108
vector,12,600,sort, 18120,1987,285228
vector,12,600,build, 724,53,13833
vector,12,600,pop, 39,4,774
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17962,1974,280530
vector,12,600,build, 713,49,13104
vector,12,600,pop, 39,4,657
vector,12,600,insert, 2,1,225
vector,12,600,sort, 17950,1975,281358
vector,12,600,build, 724,49,13437
vector,12,600,pop, 39,4,801
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17982,1980,278343
vector,12,600,build, 713,52,13491
vector,12,600,pop, 39,4,792
vector,12,600,insert, 1,0,117
vector,12,600,sort, 18076,1983,282033
vector,12,600,build, 711,51,12996
vector,12,600,pop, 39,4,864
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17997,1981,281835
vector,12,600,build, 724,49,12762
vector,12,600,pop, 39,4,756
vector,12,600,insert, 1,0,72
vector,12,600,sort, 17676,1947,276498
vector,12,600,build, 713,47,12591
vector,12,600,pop, 39,4,891
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17872,1969,282231
vector,12,600,build, 724,55,13608
vector,12,600,pop, 39,4,720
vector,12,600,insert, 3,2,261
vector,12,600,sort, 17975,1982,283626
vector,12,600,build, 724,52,121932
vector,12,600,pop, 39,4,765
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17838,1961,281655
vector,12,600,build, 713,52,13491
vector,12,600,pop, 39,4,855
vector,12,600,insert, 1,0,117
vector,12,600,sort, 17970,1975,282429
vector,12,600,build, 700,51,12501
vector,12,600,pop, 39,4,909
vector,12,600,insert, 1,0,72
vector,12,600,sort, 17722,1962,280611
vector,12,600,build, 713,53,13248
vector,12,600,pop, 39,4,738
vector,12,600,insert, 1,0,108
vector,12,600,sort, 18044,1981,282195
vector,12,600,build, 711,50,12969
vector,12,600,pop, 39,4,711
vector,12,600,insert, 1,0,117
vector,12,600,sort, 17807,1957,279765
vector,12,600,build, 700,48,12357
vector,12,600,pop, 39,4,765
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17881,1968,277839
vector,12,600,build, 713,53,13122
vector,12,600,pop, 39,4,774
vector,12,600,insert, 1,0,90
vector,12,600,sort, 17854,1961,296887
vector,12,600,build, 713,50,13860
vector,12,600,pop, 39,4,909
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17819,1958,282294
vector,12,600,build, 713,54,13068
vector,12,600,pop, 39,4,729
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17813,1957,282915
vector,12,600,build, 713,52,13113
vector,12,600,pop, 39,4,855
vector,12,600,insert, 1,0,117
vector,12,600,sort, 17769,1962,279171
vector,12,600,build, 711,48,12510
vector,12,600,pop, 39,4,747
vector,12,600,insert, 2,1,198
vector,12,600,sort, 17972,1977,282960
vector,12,600,build, 700,50,12942
vector,12,600,pop, 39,4,774
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17897,1964,284094
vector,12,600,build, 724,52,13410
vector,12,600,pop, 26,3,666
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17643,1956,278010
vector,12,600,build, 724,53,13797
vector,12,600,pop, 26,3,612
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17796,1962,280818
vector,12,600,build, 713,54,13266
vector,12,600,pop, 39,3,549
vector,12,600,insert, 1,0,81
vector,12,600,sort, 17952,1977,285480
vector,12,600,build, 724,51,13176
vector,12,600,pop, 39,4,774
vector,12,600,insert, 1,0,117
vector,12,600,sort, 17969,1978,283473
vector,12,600,build, 711,49,13131
vector,12,600,pop, 39,3,657
vector,12,600,insert, 1,0,108
vector,12,600,sort, 18058,1987,287901
vector,12,600,build, 700,53,12375
vector,12,600,pop, 26,3,540
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17896,1971,285039
vector,12,600,build, 724,51,13365
vector,12,600,pop, 39,4,729
vector,12,600,insert, 1,0,117
vector,12,600,sort, 18150,1988,304146
vector,12,600,build, 724,54,13878
vector,12,600,pop, 26,3,657
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17911,1981,286209
vector,12,600,build, 724,52,13914
vector,12,600,pop, 39,4,864
vector,12,600,insert, 2,1,234
vector,12,600,sort, 17930,1982,279738
vector,12,600,build, 711,53,13104
vector,12,600,pop, 39,4,801
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17923,1984,280161
vector,12,600,build, 713,47,12726
vector,12,600,pop, 39,4,846
vector,12,600,insert, 1,0,117
vector,12,600,sort, 17807,1956,280215
vector,12,600,build, 713,50,13041
vector,12,600,pop, 39,4,837
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17878,1973,281457
vector,12,600,build, 724,55,13662
vector,12,600,pop, 39,4,963
vector,12,600,insert, 1,0,90
vector,12,600,sort, 17820,1972,277983
vector,12,600,build, 709,51,13752
vector,12,600,pop, 39,4,828
vector,12,600,insert, 1,0,81
vector,12,600,sort, 17908,1975,282402
vector,12,600,build, 713,53,13374
vector,12,600,pop, 39,4,855
vector,12,600,insert, 1,0,99
vector,12,600,sort, 17892,1978,281520
vector,12,600,build, 724,47,13491
vector,12,600,pop, 39,4,738
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17989,1979,517329
vector,12,600,build, 724,50,13770
vector,12,600,pop, 26,3,612
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17989,1978,289584
vector,12,600,build, 711,50,13059
vector,12,600,pop, 39,4,873
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17877,1971,286065
vector,12,600,build, 713,52,13302
vector,12,600,pop, 39,4,828
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17916,1976,282015
vector,12,600,build, 711,49,13437
vector,12,600,pop, 39,4,855
vector,12,600,insert, 1,0,99
vector,12,600,sort, 18001,1978,285462
vector,12,600,build, 700,50,12915
vector,12,600,pop, 39,4,774
vector,12,600,insert, 1,0,99
vector,12,600,sort, 17716,1957,302310
vector,12,600,build, 724,53,13230
vector,12,600,pop, 39,4,864
vector,12,600,insert, 1,0,117
vector,12,600,sort, 17806,1972,278658
vector,12,600,build, 724,50,13347
vector,12,600,pop, 39,4,819
vector,12,600,insert, 1,0,63
vector,12,600,sort, 17789,1969,279792
vector,12,600,build, 700,53,13086
vector,12,600,pop, 39,4,765
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17816,1962,286326
vector,12,600,build, 711,51,13644
vector,12,600,pop, 26,3,648
vector,12,600,insert, 1,0,81
vector,12,600,sort, 17879,1976,283734
vector,12,600,build, 724,54,13797
vector,12,600,pop, 39,4,729
vector,12,600,insert, 3,2,261
vector,12,600,sort, 18006,1979,291735
vector,12,600,build, 713,50,13032
vector,12,600,pop, 39,4,837
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17827,1966,280773
vector,12,600,build, 724,52,12978
vector,12,600,pop, 39,4,864
vector,12,600,insert, 1,0,99
vector,12,600,sort, 17906,1978,284283
vector,12,600,build, 713,50,12888
vector,12,600,pop, 39,4,891
vector,12,600,insert, 1,0,108
vector,12,600,sort, 18080,1983,351558
vector,12,600,build, 713,50,13167
vector,12,600,pop, 39,4,774
vector,12,600,insert, 1,0,108
vector,12,600,sort, 18015,1983,284877
vector,12,600,build, 713,52,12249
vector,12,600,pop, 39,4,666
vector,12,600,insert, 3,2,306
vector,12,600,sort, 17984,1980,281340
vector,12,600,build, 713,52,12816
vector,12,600,pop, 39,4,882
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17934,1977,281970
vector,12,600,build, 724,52,13644
vector,12,600,pop, 39,3,675
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17917,1964,279081
vector,12,600,build, 711,54,13482
vector,12,600,pop, 39,4,846
vector,12,600,insert, 1,0,90
vector,12,600,sort, 17621,1948,279297
vector,12,600,build, 713,52,13491
vector,12,600,pop, 39,4,900
vector,12,600,insert, 2,1,198
vector,12,600,sort, 17863,1973,280269
vector,12,600,build, 713,51,13446
vector,12,600,pop, 39,4,909
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17906,1966,281844
vector,12,600,build, 711,52,13491
vector,12,600,pop, 39,4,846
vector,12,600,insert, 1,0,117
vector,12,600,sort, 17885,1964,280161
vector,12,600,build, 711,49,13410
vector,12,600,pop, 39,4,891
vector,12,600,insert, 1,0,315
vector,12,600,sort, 17868,1967,285678
vector,12,600,build, 713,51,12825
vector,12,600,pop, 26,3,612
vector,12,600,insert, 1,0,54
vector,12,600,sort, 17744,1962,284886
vector,12,600,build, 724,53,13410
vector,12,600,pop, 39,4,738
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17866,1973,287361
vector,12,600,build, 713,52,13167
vector,12,600,pop, 26,3,612
vector,12,600,insert, 1,0,72
vector,12,600,sort, 18119,1994,284265
vector,12,600,build, 700,51,13131
vector,12,600,pop, 39,4,936
vector,12,600,insert, 1,0,90
vector,12,600,sort, 17861,1964,287658
vector,12,600,build, 700,50,13113
vector,12,600,pop, 26,3,576
vector,12,600,insert, 2,1,198
vector,12,600,sort, 17936,1977,283914
vector,12,600,build, 713,54,13680
vector,12,600,pop, 39,4,846
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17913,1970,297504
vector,12,600,build, 713,52,13293
vector,12,600,pop, 39,4,855
vector,12,600,insert, 1,0,117
vector,12,600,sort, 17839,1957,277713
vector,12,600,build, 724,52,13401
vector,12,600,pop, 39,4,828
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17917,1977,334485
vector,12,600,build, 713,54,13194
vector,12,600,pop, 39,4,711
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17765,1952,276417
vector,12,600,build, 700,52,13212
vector,12,600,pop, 26,3,648
vector,12,600,insert, 1,0,81
vector,12,600,sort, 17763,1968,281133
vector,12,600,build, 711,50,12384
vector,12,600,pop, 39,4,936
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17871,1962,342783
vector,12,600,build, 724,51,13653
vector,12,600,pop, 39,4,855
vector,12,600,insert, 1,0,81
vector,12,600,sort, 18114,1984,282942
vector,12,600,build, 713,53,13653
vector,12,600,pop, 39,4,918
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17771,1960,284058
vector,12,600,build, 724,55,13806
vector,12,600,pop, 26,3,576
vector,12,600,insert, 1,0,108
vector,12,600,sort, 17882,1961,283734
vector,12,700,build, 835,64,15930
vector,12,700,pop, 39,4,1098
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21548,2336,339471
vector,12,700,build, 835,59,15030
vector,12,700,pop, 39,4,747
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21424,2346,340452
vector,12,700,build, 835,63,16173
vector,12,700,pop, 26,3,594
vector,12,700,insert, 1,0,81
vector,12,700,sort, 21450,2335,339174
vector,12,700,build, 835,58,14022
vector,12,700,pop, 39,4,756
vector,12,700,insert, 1,0,72
vector,12,700,sort, 21579,2353,573489
vector,12,700,build, 835,61,15426
vector,12,700,pop, 39,4,810
vector,12,700,insert, 1,0,63
vector,12,700,sort, 21627,2356,367173
vector,12,700,build, 835,62,14958
vector,12,700,pop, 39,4,864
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21463,2340,350649
vector,12,700,build, 835,59,15129
vector,12,700,pop, 39,4,846
vector,12,700,insert, 1,0,117
vector,12,700,sort, 21327,2334,338166
vector,12,700,build, 835,63,15039
vector,12,700,pop, 39,4,882
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21410,2332,337878
vector,12,700,build, 835,60,15345
vector,12,700,pop, 39,4,873
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21573,2349,342954
vector,12,700,build, 822,60,15192
vector,12,700,pop, 39,4,819
vector,12,700,insert, 2,1,180
vector,12,700,sort, 21432,2338,335385
vector,12,700,build, 835,60,15462
vector,12,700,pop, 39,4,801
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21533,2355,342711
vector,12,700,build, 835,63,14589
vector,12,700,pop, 39,4,801
vector,12,700,insert, 2,1,234
vector,12,700,sort, 21342,2332,338733
vector,12,700,build, 835,59,14976
vector,12,700,pop, 26,3,639
vector,12,700,insert, 1,0,81
vector,12,700,sort, 21346,2334,343863
vector,12,700,build, 822,61,14877
vector,12,700,pop, 39,4,720
vector,12,700,insert, 1,0,72
vector,12,700,sort, 21231,2328,337392
vector,12,700,build, 835,63,15894
vector,12,700,pop, 39,4,900
vector,12,700,insert, 1,0,72
vector,12,700,sort, 21545,2344,338895
vector,12,700,build, 835,61,15849
vector,12,700,pop, 39,4,927
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21590,2358,340308
vector,12,700,build, 835,64,15192
vector,12,700,pop, 39,4,792
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21653,2362,341505
vector,12,700,build, 835,58,15255
vector,12,700,pop, 39,4,891
vector,12,700,insert, 1,0,72
vector,12,700,sort, 21527,2357,345681
vector,12,700,build, 825,57,15507
vector,12,700,pop, 39,4,873
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21493,2340,341487
vector,12,700,build, 835,59,15066
vector,12,700,pop, 26,3,540
vector,12,700,insert, 2,1,180
vector,12,700,sort, 21464,2347,337815
vector,12,700,build, 835,63,15336
vector,12,700,pop, 39,4,693
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21493,2349,342216
vector,12,700,build, 835,63,14904
vector,12,700,pop, 39,4,828
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21636,2356,345384
vector,12,700,build, 835,60,15786
vector,12,700,pop, 39,4,855
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21638,2363,342846
vector,12,700,build, 822,59,15156
vector,12,700,pop, 39,4,864
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21500,2349,342297
vector,12,700,build, 835,62,14958
vector,12,700,pop, 39,4,855
vector,12,700,insert, 2,1,189
vector,12,700,sort, 21592,2361,343314
vector,12,700,build, 835,59,14832
vector,12,700,pop, 39,4,909
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21589,2360,344520
vector,12,700,build, 822,57,14625
vector,12,700,pop, 39,4,855
vector,12,700,insert, 1,0,63
vector,12,700,sort, 21286,2334,342486
vector,12,700,build, 835,56,14400
vector,12,700,pop, 39,4,882
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21513,2350,339390
vector,12,700,build, 835,60,15426
vector,12,700,pop, 39,4,828
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21591,2354,338391
vector,12,700,build, 822,62,14985
vector,12,700,pop, 39,4,765
vector,12,700,insert, 2,1,243
vector,12,700,sort, 21559,2351,353970
vector,12,700,build, 835,58,15183
vector,12,700,pop, 26,3,558
vector,12,700,insert, 1,0,72
vector,12,700,sort, 21718,2359,349911
vector,12,700,build, 835,59,15147
vector,12,700,pop, 39,4,828
vector,12,700,insert, 1,0,117
vector,12,700,sort, 21452,2339,342900
vector,12,700,build, 835,58,15192
vector,12,700,pop, 39,4,747
vector,12,700,insert, 2,1,171
vector,12,700,sort, 21390,2341,344988
vector,12,700,build, 835,60,14769
vector,12,700,pop, 39,4,846
vector,12,700,insert, 1,0,117
vector,12,700,sort, 21362,2336,342783
vector,12,700,build, 835,58,15417
vector,12,700,pop, 39,4,738
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21658,2367,409945
vector,12,700,build, 835,61,15480
vector,12,700,pop, 26,3,648
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21553,2361,342981
vector,12,700,build, 835,61,15111
vector,12,700,pop, 39,4,711
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21545,2351,338256
vector,12,700,build, 822,62,14814
vector,12,700,pop, 39,4,873
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21331,2333,358713
vector,12,700,build, 822,57,14958
vector,12,700,pop, 39,4,801
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21331,2334,342630
vector,12,700,build, 835,65,15489
vector,12,700,pop, 39,4,783
vector,12,700,insert, 1,0,81
vector,12,700,sort, 21447,2342,341622
vector,12,700,build, 835,64,15381
vector,12,700,pop, 26,3,639
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21469,2341,342810
vector,12,700,build, 835,61,15705
vector,12,700,pop, 39,4,855
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21627,2368,342297
vector,12,700,build, 835,61,14742
vector,12,700,pop, 39,4,783
vector,12,700,insert, 1,0,72
vector,12,700,sort, 21549,2356,341685
vector,12,700,build, 822,63,14652
vector,12,700,pop, 39,4,918
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21364,2335,336699
vector,12,700,build, 835,57,14886
vector,12,700,pop, 39,4,846
vector,12,700,insert, 2,1,171
vector,12,700,sort, 21519,2337,341775
vector,12,700,build, 835,59,14841
vector,12,700,pop, 26,3,594
vector,12,700,insert, 2,1,180
vector,12,700,sort, 21447,2342,336735
vector,12,700,build, 835,61,15255
vector,12,700,pop, 39,4,783
vector,12,700,insert, 1,0,81
vector,12,700,sort, 21558,2353,341829
vector,12,700,build, 835,60,15318
vector,12,700,pop, 39,4,792
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21435,2352,339462
vector,12,700,build, 835,61,14760
vector,12,700,pop, 39,4,954
vector,12,700,insert, 1,0,90
vector,12,700,sort, 21443,2337,337086
vector,12,700,build, 835,58,14472
vector,12,700,pop, 39,4,882
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21616,2355,341010
vector,12,700,build, 835,62,15939
vector,12,700,pop, 39,4,918
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21464,2342,340911
vector,12,700,build, 835,58,14724
vector,12,700,pop, 26,3,495
vector,12,700,insert, 1,0,117
vector,12,700,sort, 21479,2344,344511
vector,12,700,build, 835,62,15219
vector,12,700,pop, 39,4,711
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21647,2355,348543
vector,12,700,build, 835,64,15930
vector,12,700,pop, 39,4,792
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21450,2332,341685
vector,12,700,build, 835,60,15174
vector,12,700,pop, 39,4,792
vector,12,700,insert, 1,0,90
vector,12,700,sort, 21183,2324,371772
vector,12,700,build, 835,57,14913
vector,12,700,pop, 39,4,819
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21688,2361,345816
vector,12,700,build, 822,59,14976
vector,12,700,pop, 26,3,711
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21653,2349,341460
vector,12,700,build, 835,59,15273
vector,12,700,pop, 39,4,864
vector,12,700,insert, 2,1,207
vector,12,700,sort, 21482,2352,337653
vector,12,700,build, 835,61,14895
vector,12,700,pop, 39,4,819
vector,12,700,insert, 1,0,90
vector,12,700,sort, 21497,2345,342414
vector,12,700,build, 835,59,16407
vector,12,700,pop, 39,4,918
vector,12,700,insert, 1,0,90
vector,12,700,sort, 21436,2337,341154
vector,12,700,build, 835,63,16083
vector,12,700,pop, 26,3,621
vector,12,700,insert, 2,1,198
vector,12,700,sort, 21531,2355,340992
vector,12,700,build, 835,59,16731
vector,12,700,pop, 39,4,801
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21430,2345,342801
vector,12,700,build, 835,63,16092
vector,12,700,pop, 39,4,828
vector,12,700,insert, 2,1,207
vector,12,700,sort, 21375,2334,341415
vector,12,700,build, 822,59,15687
vector,12,700,pop, 39,4,738
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21441,2347,343629
vector,12,700,build, 812,60,16011
vector,12,700,pop, 26,3,549
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21641,2355,849735
vector,12,700,build, 835,61,15327
vector,12,700,pop, 26,3,603
vector,12,700,insert, 1,0,117
vector,12,700,sort, 21778,2365,341829
vector,12,700,build, 835,61,15345
vector,12,700,pop, 26,3,576
vector,12,700,insert, 2,1,198
vector,12,700,sort, 21645,2349,342216
vector,12,700,build, 835,63,15525
vector,12,700,pop, 39,4,783
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21358,2325,341109
vector,12,700,build, 835,60,15687
vector,12,700,pop, 26,3,558
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21428,2327,337689
vector,12,700,build, 835,61,15453
vector,12,700,pop, 39,4,801
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21477,2344,337779
vector,12,700,build, 835,63,15489
vector,12,700,pop, 26,3,648
vector,12,700,insert, 1,0,117
vector,12,700,sort, 21516,2352,342801
vector,12,700,build, 835,58,15579
vector,12,700,pop, 26,3,594
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21699,2353,339633
vector,12,700,build, 835,60,15183
vector,12,700,pop, 26,3,657
vector,12,700,insert, 1,0,72
vector,12,700,sort, 21427,2333,337563
vector,12,700,build, 822,59,15696
vector,12,700,pop, 39,3,594
vector,12,700,insert, 1,0,81
vector,12,700,sort, 21314,2338,377928
vector,12,700,build, 822,61,15282
vector,12,700,pop, 39,4,954
vector,12,700,insert, 2,1,189
vector,12,700,sort, 21431,2337,375390
vector,12,700,build, 835,60,15597
vector,12,700,pop, 39,4,828
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21423,2353,344214
vector,12,700,build, 835,61,14895
vector,12,700,pop, 39,4,846
vector,12,700,insert, 1,0,108
vector,12,700,sort, 21461,2344,341829
vector,12,700,build, 835,61,14877
vector,12,700,pop, 39,4,891
vector,12,700,insert, 2,1,216
vector,12,700,sort, 21260,2324,355041
vector,12,700,build, 835,61,15579
vector,12,700,pop, 39,4,828
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21398,2349,343449
vector,12,700,build, 835,62,15597
vector,12,700,pop, 39,4,819
vector,12,700,insert, 3,3,315
vector,12,700,sort, 21400,2327,345609
vector,12,700,build, 835,57,15264
vector,12,700,pop, 39,4,774
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21611,2364,387513
vector,12,700,build, 835,58,14742
vector,12,700,pop, 26,3,531
vector,12,700,insert, 2,1,234
vector,12,700,sort, 21631,2355,338706
vector,12,700,build, 835,62,14823
vector,12,700,pop, 39,4,747
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21498,2347,340227
vector,12,700,build, 835,60,15705
vector,12,700,pop, 39,4,900
vector,12,700,insert, 2,1,189
vector,12,700,sort, 21585,2362,330165
vector,12,700,build, 835,58,14994
vector,12,700,pop, 39,4,702
vector,12,700,insert, 1,0,99
vector,12,700,sort, 21538,2352,338445
vector,12,700,build, 835,60,15012
